5	9
10	15
15	13
20	13
30	22
40	26
45	13
50	14
55	8
60	14
65	13
75	22
80	12
85	15
90	15
95	32
100	18
105	8
110	12
115	16
120	15
125	11
130	10
135	15
140	14
145	14
150	10
155	12
160	19
165	18
170	12
175	16
180	8
185	9
190	11
195	12
200	9
205	10
210	9
215	7
220	12
230	17
235	16
240	14
245	16
250	12
255	14
260	12
265	11
270	13
275	9
280	11
290	23
295	9
300	8
305	19
315	26
320	11
325	13
330	11
335	11
340	19
345	17
350	12
355	15
360	10
365	11
370	18
375	11
380	10
390	34
395	12
400	15
405	12
410	11
415	13
420	31
425	23
430	16
435	16
440	19
445	13
450	10
455	9
460	20
470	18
475	11
480	5
485	13
490	9
495	12
505	18
