10	23
10	51
20	83
30	90
40	81
50	94
60	72
70	73
80	66
90	77
100	83
110	82
121	82
131	67
141	70
151	66
161	85
171	74
181	77
192	109
202	75
212	75
222	83
232	80
242	81
252	73
262	97
273	81
283	78
293	76
303	63
313	85
323	88
333	92
344	88
354	82
364	89
374	80
384	72
394	77
404	74
414	77
424	84
434	68
445	67
455	81
465	82
475	80
485	83
496	81
506	98
516	92
526	92
536	111
546	102
556	108
566	95
576	101
586	103
597	115
607	90
617	116
627	101
637	119
647	101
657	81
667	97
677	94
688	98
698	82
708	100
718	90
728	112
738	102
748	105
758	118
768	130
779	106
789	135
799	116
809	128
819	101
829	101
839	96
849	102
859	87
869	100
879	120
889	107
899	114
909	108
919	118
929	122
939	127
949	125
959	104
970	80
980	98
990	114
1000	92
1010	88
1020	97
1030	84
1041	89
1051	102
1061	77
1071	106
1081	85
1091	85
1101	88
1111	102
1122	89
1132	84
1142	89
1152	80
1163	69
1173	77
1183	78
1193	134
1203	78
1213	83
1224	86
1234	91
1244	99
1254	105
1264	93
1274	107
1284	122
1294	120
1304	117
1314	109
1324	88
1334	105
1344	108
1354	131
1364	141
1374	117
1385	146
1395	151
1405	131
1415	146
1425	146
1435	145
1445	114
1455	126
1465	170
1475	140
1485	118
1495	143
1505	153
1515	133
1526	144
1536	139
1546	156
1556	134
1566	112
1576	148
1586	147
1596	123
1606	126
1616	119
1626	146
1636	135
1646	121
1656	144
1666	131
1676	139
1686	153
1697	111
1707	134
1717	135
1727	120
1737	149
1747	144
1757	132
1767	122
1777	130
1787	135
1797	109
1808	137
1818	138
1828	146
1838	166
1848	116
1858	129
1868	136
1878	139
1888	146
1899	135
1909	133
1919	117
1929	132
1939	147
1949	141
1959	148
1969	144
1979	146
1989	164
1999	134
2009	147
2019	132
2029	135
2039	128
2050	114
2060	128
2070	117
2080	124
2090	143
2100	149
2110	116
2120	136
2130	143
2140	142
2150	121
2160	143
2170	150
2180	130
2191	128
2201	149
2211	142
2221	147
2231	176
2241	119
2251	136
2261	151
2271	140
2281	136
2291	143
2302	159
2312	149
2322	155
2332	145
2342	111
2352	149
2362	135
2372	132
2382	117
2393	136
2403	130
2413	154
2423	110
2433	123
2443	102
2453	143
2463	134
2473	115
2483	124
2493	109
2503	105
2514	159
2524	130
2534	117
2544	108
2554	134
2564	108
2574	110
2584	142
2594	134
2604	148
2614	105
2624	139
2634	148
2644	120
2655	116
2665	174
2675	135
2685	154
2695	124
2705	124
2715	129
2725	122
2735	142
2745	137
2755	150
2765	145
2775	170
2785	154
2795	152
2805	148
2815	148
2825	139
2835	141
2846	131
2856	153
2866	123
2876	164
2886	127
2896	124
2906	138
2916	122
2926	146
2936	167
2946	158
2956	157
2966	175
2976	149
2986	131
2997	143
3007	146
3017	118
3027	136
3037	146
3047	160
3057	143
3067	133
3077	124
3087	143
3097	143
3107	147
3118	126
3128	139
3138	137
3148	125
3158	131
3168	108
3178	122
3188	139
3198	129
3208	141
3218	99
3228	143
3238	145
3248	163
3258	160
3268	135
3278	164
3288	148
3298	196
3309	156
3319	133
3329	148
3339	164
3349	154
3359	146
3369	163
3379	160
3389	167
3399	155
3409	150
3419	181
3429	207
3439	188
3449	226
3459	207
3469	171
3480	243
3490	224
3500	213
3510	188
3520	148
3530	136
3540	136
3550	154
3560	146
3570	151
3580	117
3591	120
3601	139
3611	145
3621	161
3631	146
3641	146
3651	112
3661	118
3671	113
3681	143
3691	123
3701	124
3711	112
3721	95
3731	128
3741	119
3752	113
3762	154
3772	150
3782	115
3792	106
3802	134
3812	119
3822	119
3832	150
3842	112
3853	126
3863	113
3873	118
3883	127
3893	109
3903	101
3913	105
3923	90
3933	127
3943	117
3953	126
3964	82
3974	95
3984	145
3994	142
4004	163
4014	122
4024	128
4034	132
4044	111
4054	110
4064	127
4075	114
4085	127
4095	120
4105	141
4115	131
4125	130
4135	124
4145	90
4155	111
4165	144
4175	111
4185	122
4195	106
4205	101
4216	100
4226	123
4236	108
4246	127
4256	122
4266	120
4276	115
4286	93
4296	76
4306	94
4316	114
4326	124
4336	105
4346	167
4356	107
4367	86
4377	100
4387	113
4397	110
4407	126
4417	102
4427	105
4437	108
4447	119
4458	84
4468	106
4478	91
4488	85
4498	87
4508	93
4518	88
4528	99
4538	99
4548	91
4558	90
4568	96
4578	76
4588	92
4598	96
4608	95
4618	98
4629	77
4639	105
4649	89
4659	100
4669	86
4679	87
4689	84
4699	87
4709	89
4719	86
4730	92
4740	93
4750	72
4760	92
4770	66
4780	100
4790	94
4800	79
4810	74
4820	67
4830	102
4840	111
4851	81
4861	86
4871	95
4881	89
4891	91
4901	87
4911	67
4921	87
4931	87
4941	94
4952	113
4962	100
4972	87
4982	91
4992	100
5003	72
5013	97
5023	91
5033	84
5043	103
5053	70
5063	104
5074	102
5084	98
5094	95
5104	76
5115	86
5125	94
5135	105
5145	103
5155	79
5166	68
5176	82
5186	63
5196	76
5207	69
5217	75
5227	99
5237	108
5247	72
5257	78
5267	70
5277	71
5287	83
5298	76
5308	93
5318	64
5328	77
5338	68
5348	62
5359	69
5369	73
5379	68
5389	77
5400	68
5410	70
5420	62
5430	88
5440	87
5450	61
5460	50
5470	63
5481	71
5491	72
5501	70
5511	75
5521	81
5531	55
5541	52
5551	61
5562	87
5572	83
5582	81
5592	61
5602	72
5612	55
5622	65
5632	66
5643	92
5653	63
5663	74
5673	64
5683	83
5693	66
5703	93
5713	76
5723	65
5733	75
5744	88
5754	76
5764	70
5774	79
5784	85
5794	80
5804	72
5814	76
5824	72
5834	72
5844	75
5855	85
5865	68
5875	68
5885	77
5895	81
5905	72
5915	92
5925	90
5935	70
5945	76
5956	63
5966	64
5976	72
5986	73
5996	76
6006	69
6016	76
6026	77
6036	85
6046	91
6056	94
6067	74
6077	80
6087	86
6097	75
6107	85
6117	84
6128	76
6138	59
6148	94
6158	71
6168	74
6178	83
6188	67
6198	83
6208	69
6219	68
6229	72
6239	80
6249	83
6260	64
6270	102
6280	82
6290	70
6300	86
6310	67
6320	75
6330	84
6341	118
6351	68
6361	65
6371	64
6381	74
6391	84
6402	66
6412	82
6422	79
6432	85
6442	72
6452	69
6462	74
6472	83
6482	75
6492	76
6502	80
6512	83
6523	77
6533	64
6543	62
6553	66
6563	77
6573	74
6584	71
6594	79
6604	73
6614	88
6624	70
6634	80
6644	68
6654	77
6664	65
6674	66
6685	78
6695	96
6705	84
6715	77
6725	77
